Unnamed: 0,Gender,Age,Ever_Married,Family_Size,Profession,Graduated,Work_Experience,Energy_Consumption,Preferred_Renewable,Group
1580,Female,27,No,1.0,Healthcare,Yes,0.0,Low,Solar,B
1581,Male,39,Yes,2.0,Artist,Yes,7.0,Average,Solar,C
1582,Male,35,Yes,2.0,Entertainment,Yes,3.0,Average,Solar,A
1583,Male,66,Yes,2.0,Entertainment,Yes,1.0,Average,Solar,A
1584,Female,47,No,2.0,Artist,Yes,0.0,Low,Solar,B
1585,Female,36,Yes,2.0,Artist,Yes,8.0,Average,Solar,C
1586,Male,43,Yes,2.0,Artist,Yes,4.0,Average,Solar,A
1587,Female,55,Yes,4.0,Artist,Yes,0.0,Average,Solar,A
1588,Male,41,Yes,3.0,Doctor,Yes,0.0,Average,Solar,A
1589,Female,26,No,5.0,Artist,Yes,9.0,Low,Solar,C
1590,Male,72,Yes,2.0,Artist,Yes,0.0,High,Biomass,A
1591,Male,59,Yes,2.0,Artist,,0.0,Average,Solar,A
1592,Male,38,Yes,3.0,Entertainment,Yes,1.0,Average,Solar,A
1593,Male,72,Yes,2.0,Lawyer,No,1.0,Low,Solar,A
1594,Male,31,No,4.0,Healthcare,Yes,1.0,Low,Solar,D
1595,Male,41,No,1.0,Artist,Yes,9.0,Low,Solar,C
1596,Male,25,No,2.0,Engineer,No,9.0,Low,Wind,C
1597,Male,29,No,,Artist,Yes,,Low,Biomass,B
1598,Male,83,Yes,2.0,Lawyer,Yes,0.0,High,Hydro,A
1599,Female,51,Yes,4.0,Engineer,Yes,0.0,Average,Solar,A
1600,Male,40,Yes,2.0,Artist,Yes,0.0,Low,Biomass,B
1601,Female,76,Yes,2.0,Artist,Yes,0.0,Average,Solar,A
1602,Male,29,Yes,4.0,Artist,Yes,1.0,Low,Solar,B
1603,Male,46,Yes,3.0,Artist,Yes,1.0,Low,Solar,A
1604,Female,58,Yes,4.0,Artist,Yes,0.0,Average,Solar,A
1605,Female,46,No,1.0,Artist,Yes,1.0,Low,Solar,B
1606,Female,74,Yes,2.0,Lawyer,No,0.0,High,Solar,A
1607,Male,53,Yes,3.0,Executive,Yes,1.0,High,Solar,A
1608,Male,63,Yes,1.0,Artist,Yes,1.0,Low,Solar,A
1609,Female,49,Yes,3.0,Artist,Yes,1.0,Average,Solar,A
1610,Male,25,No,2.0,Entertainment,Yes,5.0,Low,Wind,B
1611,Male,46,No,3.0,Engineer,No,1.0,Low,Hydro,D
1612,Female,43,No,9.0,Artist,Yes,7.0,Low,Solar,D
1613,Female,58,Yes,4.0,Artist,Yes,1.0,Average,Wind,A
1614,Male,41,Yes,4.0,Executive,Yes,1.0,High,Solar,A
1615,Female,28,No,3.0,Healthcare,No,1.0,Low,Solar,D
1616,Male,26,No,4.0,Healthcare,Yes,0.0,Low,Solar,D
1617,Male,29,No,2.0,Healthcare,Yes,9.0,Low,Hydro,C
1618,Male,33,No,,Healthcare,Yes,0.0,Low,Geothermal,B
1619,Female,39,No,1.0,Engineer,Yes,14.0,Low,Solar,C
1620,Male,51,Yes,4.0,Entertainment,Yes,0.0,Average,Solar,A
1621,Male,46,Yes,4.0,Entertainment,Yes,4.0,High,Biomass,A
1622,Male,38,Yes,6.0,Executive,No,,High,Solar,D
1623,Male,26,Yes,3.0,Artist,Yes,1.0,Average,Solar,B
1624,Female,42,Yes,4.0,Engineer,Yes,1.0,Average,Hydro,A
1625,Female,43,Yes,3.0,Entertainment,Yes,5.0,Average,Solar,C
1626,Male,53,Yes,4.0,Executive,Yes,1.0,Low,Solar,A
1627,Male,46,Yes,4.0,Artist,Yes,,Low,Solar,A
1628,Female,40,Yes,3.0,Artist,Yes,1.0,Average,Hydro,A
1629,Male,71,Yes,2.0,Artist,Yes,1.0,Low,Solar,A
1630,Male,32,Yes,4.0,Marketing,Yes,13.0,High,Hydro,C
1631,Male,41,No,2.0,Entertainment,Yes,9.0,Low,Solar,C
1632,Female,46,No,2.0,Entertainment,Yes,8.0,Low,Solar,C
1633,Male,40,Yes,4.0,Executive,Yes,0.0,High,Solar,A
1634,Male,29,No,5.0,Doctor,No,1.0,Low,Solar,D
1635,Male,25,Yes,2.0,Doctor,Yes,1.0,Average,Solar,B
1636,Female,52,Yes,1.0,Marketing,Yes,0.0,Low,Solar,B
1637,Male,30,No,5.0,Doctor,Yes,9.0,Low,Solar,C
1638,Female,25,Yes,2.0,Healthcare,Yes,12.0,High,Solar,C
1639,Male,32,No,4.0,Artist,No,9.0,Low,Solar,C
1640,Female,33,No,4.0,Doctor,No,,Low,Solar,D
1641,Female,49,No,1.0,Artist,Yes,1.0,Low,Wind,B
1642,Female,43,No,4.0,Doctor,Yes,1.0,Low,Biomass,D
1643,Male,48,Yes,1.0,Artist,Yes,1.0,Low,Biomass,B
1644,Male,41,No,2.0,Artist,No,5.0,Low,Solar,B
1645,Female,29,No,2.0,Healthcare,Yes,9.0,Low,Solar,C
1646,Female,35,No,2.0,Artist,Yes,0.0,Low,Wind,B
1647,Male,41,Yes,2.0,Artist,Yes,1.0,Average,Solar,A
1648,Female,47,Yes,4.0,Artist,Yes,1.0,Average,Biomass,A
1649,Female,53,Yes,3.0,Artist,Yes,1.0,Average,Solar,A
1650,Male,40,,1.0,Artist,Yes,5.0,Low,Solar,B
1651,Female,40,Yes,2.0,Artist,Yes,0.0,High,Solar,A
1652,Male,46,Yes,1.0,Artist,Yes,0.0,Low,Solar,B
1653,Female,36,No,4.0,Marketing,Yes,,Low,Hydro,D
1654,Female,71,Yes,6.0,Lawyer,Yes,2.0,Low,Tidal,A
1655,Female,30,Yes,2.0,Engineer,No,5.0,Average,Hydro,C
1656,Female,40,Yes,4.0,Engineer,No,1.0,Average,Hydro,D
1657,Male,43,Yes,5.0,Entertainment,No,0.0,Average,Hydro,D
1658,Male,40,Yes,3.0,Entertainment,Yes,3.0,Average,Hydro,A
1659,Male,39,Yes,4.0,Entertainment,No,1.0,Average,Hydro,D
1660,Male,49,Yes,7.0,Executive,No,1.0,High,Biomass,D
1661,Male,51,Yes,5.0,Artist,No,0.0,Average,Hydro,A
1662,Female,39,Yes,9.0,Doctor,No,1.0,Average,Hydro,D
1663,Male,23,Yes,5.0,Healthcare,No,1.0,Low,Hydro,D
1664,Male,53,Yes,6.0,Engineer,No,0.0,Average,Hydro,D
1665,Female,35,No,5.0,Engineer,No,9.0,Low,Hydro,C
1666,Male,35,No,4.0,Executive,No,2.0,Low,Hydro,D
1667,Male,30,Yes,9.0,Doctor,Yes,1.0,Low,Hydro,D
1668,Male,39,Yes,,Engineer,No,2.0,Average,Hydro,A
1669,Male,38,No,3.0,Artist,Yes,1.0,Low,Hydro,B
1670,Female,53,No,1.0,Marketing,No,0.0,Low,Wind,B
1671,Female,36,No,1.0,Engineer,Yes,8.0,Low,Hydro,C
1672,Male,33,No,4.0,Engineer,No,0.0,Low,Hydro,D
1673,Female,40,No,1.0,Engineer,Yes,1.0,Low,Hydro,B
1674,Female,36,Yes,4.0,Artist,Yes,0.0,Average,Hydro,A
1675,Male,31,No,5.0,Doctor,No,1.0,Low,Hydro,D
1676,Male,31,No,2.0,Doctor,No,1.0,Low,Hydro,B
1677,Male,41,Yes,4.0,Healthcare,Yes,0.0,Average,Hydro,A
1678,Male,48,Yes,4.0,,No,0.0,Average,Hydro,A
1679,Female,38,Yes,3.0,Artist,Yes,5.0,Average,Tidal,C
1680,Male,49,Yes,5.0,Artist,No,1.0,Low,Hydro,D
1681,Male,42,Yes,,Doctor,Yes,1.0,Low,Hydro,B
1682,Male,28,Yes,9.0,Executive,Yes,14.0,High,Hydro,C
1683,Male,51,Yes,4.0,Entertainment,No,0.0,High,Hydro,A
1684,Male,41,Yes,2.0,Artist,No,1.0,Average,Hydro,A
1685,Female,57,Yes,6.0,Engineer,No,0.0,Average,Hydro,A
1686,Male,67,Yes,1.0,Artist,Yes,0.0,Low,Hydro,A
1687,Male,29,Yes,5.0,Executive,No,3.0,Average,Hydro,D
1688,Female,46,Yes,1.0,Marketing,,,Low,Hydro,B
1689,Male,49,Yes,2.0,Artist,Yes,0.0,High,Solar,A
1690,Female,28,No,3.0,Engineer,No,6.0,Low,Hydro,C
1691,Female,48,Yes,4.0,Engineer,No,1.0,Average,Hydro,A
1692,Female,51,Yes,4.0,Engineer,No,5.0,Average,Hydro,A
1693,Female,48,Yes,6.0,Engineer,No,5.0,Average,Hydro,D
1694,Female,48,Yes,5.0,Engineer,No,5.0,Average,Hydro,D
1695,Female,52,,4.0,Engineer,No,9.0,Average,Hydro,C
1696,Female,39,Yes,4.0,Engineer,No,8.0,Average,Hydro,C
1697,Female,50,Yes,5.0,Engineer,No,7.0,Average,Hydro,C
1698,Female,33,No,9.0,Engineer,No,1.0,Low,Hydro,D
1699,Female,35,No,1.0,Artist,Yes,,Low,Hydro,B
1700,Male,30,Yes,5.0,Marketing,No,2.0,High,Hydro,D
1701,Female,46,Yes,,Engineer,No,8.0,Average,Hydro,C
1702,Male,36,No,4.0,Marketing,No,0.0,Low,Hydro,D
1703,Male,43,No,1.0,Entertainment,No,0.0,Low,Hydro,B
1704,Male,26,Yes,1.0,Entertainment,No,1.0,Low,Hydro,B
1705,Male,33,Yes,2.0,Executive,No,0.0,Low,Hydro,B
1706,Male,50,Yes,5.0,Entertainment,,,Average,Hydro,A
1707,Female,49,Yes,5.0,Engineer,Yes,1.0,High,Hydro,A
1708,Male,48,Yes,5.0,Engineer,Yes,6.0,Average,Solar,A
1709,Male,31,No,1.0,Artist,Yes,5.0,Low,Hydro,B
1710,Female,38,Yes,2.0,Engineer,No,,Average,Hydro,B
1711,Female,21,No,1.0,Healthcare,No,5.0,Low,Hydro,B
1712,Female,50,Yes,5.0,Entertainment,No,8.0,Average,Hydro,C
1713,Male,23,No,6.0,Healthcare,No,9.0,Low,Hydro,D
1714,Female,21,Yes,2.0,Healthcare,No,0.0,Low,Hydro,B
1715,Male,71,Yes,,Lawyer,No,1.0,Low,Hydro,A
1716,Male,20,No,6.0,Healthcare,No,0.0,Low,Hydro,D
1717,Female,32,,5.0,Engineer,No,7.0,High,Hydro,D
1718,Male,29,Yes,3.0,Engineer,No,0.0,Average,Hydro,D
1719,Male,42,Yes,4.0,Artist,Yes,0.0,Average,Hydro,A
1720,Male,20,No,6.0,Doctor,No,0.0,Low,Hydro,D
1721,Male,36,Yes,6.0,Executive,No,1.0,Low,Hydro,D
1722,Female,42,Yes,6.0,Engineer,No,0.0,High,Hydro,D
1723,Male,18,No,4.0,Healthcare,No,7.0,Low,Hydro,D
1724,Male,25,No,2.0,Homemaker,No,,Low,Hydro,B
1725,Female,30,No,8.0,Engineer,No,10.0,Low,Hydro,D
1726,Female,28,No,9.0,Homemaker,No,9.0,Low,Hydro,D
1727,Male,42,Yes,6.0,Entertainment,Yes,7.0,Low,Hydro,D
1728,Male,38,Yes,4.0,Artist,Yes,1.0,Low,Hydro,B
1729,Male,42,Yes,2.0,Artist,Yes,1.0,Average,Hydro,A
1730,Female,52,Yes,5.0,Engineer,No,,Average,Hydro,A
1731,Female,29,Yes,2.0,Doctor,Yes,0.0,Average,Hydro,B
1732,Male,40,Yes,2.0,Artist,Yes,1.0,Low,Hydro,B
1733,Female,38,No,2.0,Engineer,No,1.0,Low,Hydro,B
1734,Male,37,Yes,4.0,Engineer,Yes,1.0,Average,Hydro,A
1735,Female,65,Yes,1.0,Lawyer,No,1.0,Low,Hydro,A
1736,Male,81,,2.0,Executive,No,,High,Hydro,A
1737,Male,59,,2.0,Engineer,Yes,0.0,Average,Hydro,A
1738,Female,47,Yes,5.0,Artist,Yes,1.0,Average,Hydro,A
1739,Male,57,Yes,3.0,Artist,Yes,0.0,Average,Hydro,A
1740,Male,39,Yes,4.0,Executive,Yes,,High,Hydro,A
1741,Female,32,,2.0,Doctor,,8.0,High,Hydro,C
1742,Male,37,Yes,1.0,Artist,Yes,9.0,Low,Hydro,C
1743,Male,39,No,1.0,Artist,Yes,4.0,Low,Hydro,B
1744,Male,39,Yes,5.0,Doctor,No,1.0,Average,Hydro,D
1745,Male,60,,2.0,Executive,No,7.0,Average,Hydro,C
1746,Female,70,Yes,2.0,Artist,Yes,1.0,Average,Hydro,A
1747,Male,51,Yes,1.0,Executive,Yes,9.0,Low,Hydro,C
1748,Male,48,Yes,3.0,Artist,No,1.0,Low,Hydro,A
1749,Male,43,No,1.0,Entertainment,No,0.0,Low,Hydro,B
1750,Female,29,Yes,2.0,Engineer,No,1.0,Low,Hydro,B
1751,Female,43,Yes,2.0,Entertainment,Yes,0.0,Low,Hydro,B
1752,Male,25,No,1.0,Doctor,No,5.0,Low,Hydro,B
1753,Female,75,Yes,1.0,Lawyer,No,0.0,Low,Hydro,A
1754,Female,22,No,5.0,Healthcare,No,0.0,Low,Hydro,D
1755,Male,86,Yes,1.0,Marketing,No,1.0,Low,Hydro,A
1756,Female,50,Yes,2.0,Entertainment,Yes,1.0,Low,Hydro,B
1757,Male,73,Yes,9.0,Lawyer,No,1.0,High,Hydro,D
1758,Male,87,No,2.0,Lawyer,,1.0,Low,Hydro,A
1759,Male,49,Yes,4.0,Artist,Yes,0.0,Average,Solar,A
1760,Male,46,Yes,5.0,Executive,Yes,1.0,High,Solar,A
1761,Male,73,Yes,2.0,Executive,No,0.0,High,Solar,A
1762,Female,87,Yes,2.0,Lawyer,Yes,1.0,High,Solar,A
1763,Male,53,Yes,4.0,Executive,No,2.0,High,Hydro,A
1764,Male,84,Yes,2.0,Lawyer,Yes,1.0,High,Solar,A
1765,Male,47,Yes,3.0,Executive,Yes,3.0,High,Solar,A
1766,Male,59,Yes,4.0,Executive,No,1.0,High,Solar,A
1767,Male,82,Yes,1.0,Lawyer,No,1.0,Low,Solar,A
1768,Female,71,Yes,2.0,Lawyer,Yes,0.0,High,Solar,A
1769,Male,39,Yes,2.0,Artist,Yes,9.0,Average,Biomass,C
1770,Female,25,No,2.0,Doctor,No,0.0,Low,Solar,B
1771,Male,67,Yes,2.0,Executive,Yes,1.0,High,Solar,A
1772,Female,83,Yes,2.0,Lawyer,Yes,13.0,High,Solar,C
1773,Male,49,Yes,4.0,Executive,No,0.0,High,Solar,A
1774,Female,87,Yes,2.0,Lawyer,No,0.0,High,Solar,A
1775,Male,69,Yes,2.0,Lawyer,No,1.0,Average,Solar,A
1776,Male,40,Yes,2.0,Entertainment,Yes,9.0,Average,Solar,C
1777,Male,87,Yes,2.0,Lawyer,Yes,1.0,High,Solar,A
1778,Male,68,Yes,3.0,Healthcare,Yes,0.0,Average,Solar,A
1779,Female,43,Yes,2.0,Artist,Yes,,Average,Solar,A
1780,Male,67,Yes,5.0,Artist,Yes,0.0,High,Solar,A
1781,Male,80,Yes,1.0,Lawyer,Yes,1.0,Low,Solar,A
1782,Male,65,Yes,1.0,Lawyer,Yes,1.0,Low,Wind,A
1783,Male,29,No,4.0,Doctor,Yes,0.0,Low,Solar,D
1784,Male,60,Yes,3.0,Entertainment,Yes,,Average,Solar,A
1785,Male,72,Yes,2.0,Executive,Yes,1.0,High,Solar,A
1786,Male,57,Yes,1.0,Doctor,Yes,0.0,Low,Solar,A
1787,Male,47,Yes,4.0,Executive,Yes,1.0,High,Solar,A
1788,Male,39,Yes,2.0,Entertainment,No,1.0,Average,Solar,A
1789,Male,62,Yes,2.0,Artist,Yes,0.0,High,Solar,A
1790,Female,81,Yes,1.0,Lawyer,Yes,1.0,Low,Solar,A
1791,Male,65,Yes,2.0,Executive,No,8.0,Average,Solar,C
1792,Male,47,No,2.0,Lawyer,No,,Low,Solar,B
1793,Female,40,Yes,2.0,Artist,Yes,8.0,Average,Solar,C
1794,Female,86,Yes,2.0,Lawyer,No,0.0,High,Solar,A
1795,Male,67,Yes,2.0,Lawyer,Yes,0.0,High,Hydro,A
1796,Female,45,Yes,5.0,Artist,Yes,0.0,Average,Solar,A
1797,Female,27,No,4.0,Healthcare,Yes,1.0,Low,Solar,D
1798,Female,32,No,1.0,Artist,Yes,7.0,Low,Wind,C
1799,Female,41,Yes,2.0,Artist,Yes,3.0,Average,Solar,A
1800,Female,27,Yes,2.0,Healthcare,Yes,6.0,Average,Solar,C
1801,Female,58,Yes,3.0,Artist,No,0.0,Average,Solar,A
1802,Female,61,Yes,5.0,Entertainment,Yes,1.0,Average,Solar,A
1803,Male,52,Yes,2.0,Artist,Yes,0.0,Average,Solar,A
1804,Male,25,No,1.0,Doctor,Yes,8.0,Low,Solar,C
1805,Male,33,No,3.0,Healthcare,Yes,2.0,Low,Solar,B
1806,Male,31,No,,Artist,No,0.0,Low,,B
1807,Male,37,No,1.0,Entertainment,Yes,1.0,Low,Solar,B
1808,Male,38,Yes,2.0,Artist,Yes,1.0,Average,Solar,A
1809,Male,81,Yes,1.0,Lawyer,Yes,0.0,Low,Solar,A
1810,Male,61,Yes,3.0,Executive,Yes,0.0,High,Solar,A
1811,Male,20,No,3.0,Healthcare,No,0.0,Low,Solar,D
1812,Female,48,Yes,4.0,Artist,Yes,8.0,High,Solar,C
1813,Female,43,Yes,2.0,Artist,Yes,8.0,Average,Solar,C
1814,Female,22,No,4.0,Homemaker,No,0.0,Low,Solar,D
1815,Female,63,Yes,4.0,Artist,Yes,1.0,Average,Solar,A
1816,Female,25,No,1.0,Healthcare,Yes,8.0,Low,Hydro,C
1817,Female,73,No,1.0,Lawyer,Yes,1.0,Low,Solar,A
1818,Female,43,Yes,4.0,Artist,No,4.0,Average,Tidal,A
1819,Female,39,Yes,4.0,Doctor,No,1.0,Average,Hydro,D
1820,Female,49,Yes,4.0,Artist,Yes,0.0,Average,Solar,A
1821,Female,83,Yes,2.0,Lawyer,Yes,1.0,High,Solar,A
1822,Male,22,No,6.0,Healthcare,No,9.0,Low,Biomass,D
1823,Female,31,No,2.0,Artist,Yes,2.0,Low,Hydro,B
1824,Female,60,Yes,4.0,Artist,Yes,1.0,High,Solar,A
1825,Male,42,Yes,4.0,Entertainment,Yes,1.0,Average,Wind,A
1826,Male,25,No,4.0,Entertainment,No,7.0,Low,Solar,D
1827,Male,29,No,3.0,Healthcare,Yes,3.0,Low,Solar,B
1828,Male,29,Yes,2.0,Healthcare,Yes,1.0,Low,Solar,B
1829,Male,39,Yes,2.0,Entertainment,Yes,2.0,Average,Solar,A
1830,Male,33,Yes,1.0,Engineer,No,14.0,Low,Solar,C
1831,Male,35,Yes,4.0,Executive,Yes,9.0,High,Solar,C
1832,Male,38,Yes,3.0,Entertainment,No,2.0,Low,Solar,B
1833,Male,59,Yes,2.0,Artist,Yes,1.0,High,Solar,A
1834,Male,67,Yes,2.0,Artist,No,1.0,Average,Solar,A
1835,Male,45,Yes,1.0,Artist,Yes,1.0,Low,Solar,B
1836,Male,70,Yes,2.0,Lawyer,Yes,,High,Solar,A
1837,Male,19,No,4.0,Healthcare,No,5.0,Low,Wind,D
1838,Female,23,No,4.0,Healthcare,No,0.0,Low,Solar,D
1839,Male,22,No,4.0,Healthcare,No,1.0,Low,Not Interested,D
1840,Female,23,No,4.0,Healthcare,Yes,1.0,Low,Tidal,D
1841,Male,80,Yes,1.0,Executive,No,0.0,Low,Solar,A
1842,Male,40,Yes,5.0,Engineer,No,14.0,Average,Hydro,C
1843,Male,36,No,1.0,Artist,Yes,0.0,Low,Hydro,B
1844,Female,31,Yes,4.0,Engineer,No,8.0,Low,Solar,C
1845,Female,20,Yes,2.0,Engineer,No,1.0,Low,Hydro,B
1846,Male,31,Yes,2.0,Executive,Yes,1.0,High,Solar,B
1847,Male,50,Yes,5.0,Executive,Yes,0.0,High,Solar,A
1848,Male,67,Yes,2.0,Lawyer,No,0.0,Low,Solar,A
1849,Female,43,,1.0,Doctor,Yes,9.0,Average,Solar,C
1850,Female,85,Yes,3.0,Lawyer,Yes,5.0,High,Solar,A
1851,Female,65,Yes,3.0,Artist,Yes,1.0,Average,Biomass,A
1852,Male,71,Yes,4.0,Executive,No,1.0,Average,Biomass,A
1853,Female,20,No,6.0,Healthcare,No,1.0,Low,Hydro,D
1854,Male,20,No,5.0,Healthcare,No,0.0,Low,Solar,D
1855,Male,87,Yes,1.0,Artist,Yes,,Low,Solar,A
1856,Female,37,Yes,2.0,Artist,Yes,4.0,Low,Not Interested,B
1857,Male,59,Yes,2.0,Entertainment,No,1.0,Average,Not Interested,A
1858,Female,29,No,4.0,Artist,Yes,3.0,Low,Biomass,D
1859,Male,85,Yes,2.0,Executive,Yes,0.0,High,Solar,A
1860,Female,72,Yes,2.0,Lawyer,Yes,1.0,High,Solar,A
1861,Female,42,No,,Artist,Yes,0.0,Low,Solar,B
1862,Female,45,Yes,2.0,Artist,Yes,9.0,Average,Solar,C
1863,Male,59,Yes,4.0,Entertainment,Yes,1.0,Average,Solar,A
1864,Male,19,No,5.0,Doctor,No,0.0,Low,Biomass,D
1865,Female,47,Yes,3.0,Artist,Yes,0.0,Average,Solar,A
1866,Female,73,Yes,2.0,Artist,Yes,0.0,High,Solar,A
1867,Female,42,Yes,1.0,Artist,No,1.0,Low,Solar,B
1868,Female,37,No,5.0,Doctor,Yes,7.0,Low,Biomass,C
1869,Female,38,No,1.0,Artist,Yes,8.0,Low,Solar,C
1870,Female,41,No,1.0,Artist,Yes,1.0,Low,Solar,B
1871,Female,40,No,1.0,Entertainment,Yes,0.0,Low,Solar,B
1872,Female,30,Yes,4.0,Entertainment,Yes,0.0,Low,Solar,B
1873,Male,56,Yes,2.0,Artist,Yes,0.0,High,Solar,A
1874,Female,65,Yes,2.0,Lawyer,Yes,1.0,High,Solar,A
1875,Male,35,Yes,2.0,Artist,Yes,5.0,Average,Solar,C
1876,Female,37,Yes,5.0,Engineer,No,0.0,Average,Hydro,D
1877,Male,36,No,1.0,Entertainment,Yes,0.0,Low,Hydro,B
1878,Female,26,,4.0,Homemaker,Yes,1.0,High,Biomass,D
1879,Male,25,No,4.0,Executive,No,,Low,Solar,D
1880,Male,30,No,4.0,Healthcare,No,0.0,Low,Geothermal,D
1881,Male,37,Yes,2.0,Entertainment,Yes,,Average,Hydro,A
1882,Male,30,No,3.0,Artist,No,0.0,Low,Solar,D
1883,Male,46,Yes,4.0,Entertainment,Yes,1.0,Average,Not Interested,A
1884,Female,38,No,1.0,Engineer,Yes,1.0,Low,Hydro,B
1885,Female,40,No,1.0,Artist,Yes,,Low,Biomass,B
1886,Female,31,No,1.0,Artist,Yes,5.0,Low,Solar,B
1887,Male,45,Yes,5.0,Executive,Yes,4.0,High,Solar,A
1888,Male,55,Yes,5.0,Engineer,No,1.0,Low,Solar,A
1889,Female,51,Yes,1.0,Engineer,Yes,2.0,Low,Hydro,B
1890,Female,29,No,7.0,Homemaker,Yes,5.0,Low,Solar,D
1891,Female,74,Yes,2.0,Artist,Yes,1.0,High,Solar,A
1892,Male,69,Yes,3.0,Entertainment,No,1.0,Average,Solar,A
1893,Female,28,No,5.0,Doctor,No,,Low,Biomass,D
1894,Male,41,Yes,,Executive,Yes,0.0,Average,Hydro,A
1895,Male,29,,3.0,Healthcare,No,1.0,Low,Solar,D
1896,Male,39,Yes,1.0,Artist,Yes,0.0,Low,Solar,B
1897,Female,74,Yes,3.0,Entertainment,No,,High,Solar,A
1898,Female,59,No,1.0,Artist,Yes,4.0,Low,Solar,B
1899,Male,27,No,3.0,Healthcare,No,1.0,Low,Biomass,D
1900,Male,33,No,1.0,Artist,No,0.0,Low,Hydro,B
1901,Male,31,No,2.0,Entertainment,No,9.0,Low,Biomass,C
1902,Male,46,Yes,3.0,Artist,No,0.0,Average,Solar,A
1903,Female,63,Yes,2.0,Artist,Yes,0.0,Low,Solar,A
1904,Male,22,No,4.0,Healthcare,No,1.0,Low,Solar,D
1905,Female,53,No,5.0,Engineer,Yes,1.0,Low,Solar,D
1906,Male,59,Yes,1.0,Entertainment,No,1.0,Low,Biomass,A
1907,Male,84,Yes,2.0,Lawyer,Yes,,Low,Biomass,A
1908,Male,63,Yes,4.0,Artist,Yes,1.0,Average,Solar,A
1909,Male,35,Yes,1.0,Artist,Yes,8.0,Low,Solar,C
1910,Male,21,No,4.0,Healthcare,No,1.0,Low,Solar,D
1911,Male,67,Yes,2.0,Lawyer,No,0.0,High,Solar,A
1912,Female,41,Yes,3.0,Artist,Yes,1.0,Average,Hydro,A
1913,Female,27,No,8.0,Artist,Yes,0.0,Low,Biomass,D
1914,Female,53,Yes,2.0,Artist,Yes,1.0,Average,Not Interested,A
1915,Female,33,No,8.0,Healthcare,Yes,4.0,Low,Geothermal,D
1916,Female,32,No,4.0,Doctor,No,0.0,Low,Solar,D
1917,Male,59,Yes,2.0,,No,5.0,High,Solar,A
1918,Female,50,Yes,5.0,Artist,Yes,1.0,High,Solar,A
1919,Female,50,Yes,4.0,Artist,Yes,1.0,Average,Not Interested,A
1920,Female,41,Yes,2.0,Healthcare,Yes,1.0,Average,Wind,B
1921,Female,71,Yes,1.0,Lawyer,,1.0,Low,Solar,A
1922,Female,33,No,6.0,Healthcare,Yes,1.0,Low,Wind,D
1923,Female,46,Yes,2.0,Artist,Yes,,Average,Wind,A
1924,Female,78,No,3.0,Lawyer,Yes,1.0,Low,Solar,A
1925,Female,69,Yes,2.0,Lawyer,No,,High,Hydro,A
1926,Female,40,No,1.0,Healthcare,Yes,8.0,Low,Not Interested,C
1927,Male,43,Yes,3.0,Executive,Yes,2.0,High,Solar,A
1928,Male,36,Yes,3.0,Artist,Yes,0.0,High,Solar,A
1929,Male,35,Yes,2.0,Entertainment,Yes,1.0,Average,Biomass,B
1930,Male,30,No,4.0,Healthcare,No,0.0,Low,Wind,D
1931,Male,47,Yes,2.0,Entertainment,No,3.0,Average,Solar,A
1932,Male,69,Yes,1.0,Artist,No,0.0,Low,Solar,A
1933,Male,41,Yes,5.0,Entertainment,Yes,,Low,Wind,D
1934,Male,33,Yes,6.0,Executive,No,4.0,Low,Wind,D
1935,Male,27,No,5.0,Healthcare,Yes,6.0,Low,Biomass,D
1936,Male,38,Yes,2.0,Engineer,Yes,6.0,Low,Wind,C
1937,Male,35,Yes,4.0,Artist,Yes,,Average,Wind,A
1938,Male,27,Yes,2.0,Artist,Yes,10.0,Low,Wind,C
1939,Female,51,Yes,,Homemaker,Yes,9.0,Low,Wind,C
1940,Female,52,Yes,1.0,Engineer,Yes,4.0,Low,Wind,B
1941,Male,53,No,1.0,Doctor,Yes,0.0,Low,Solar,B
1942,Male,43,Yes,2.0,Artist,Yes,8.0,Average,Solar,C
1943,Male,42,Yes,2.0,Doctor,Yes,8.0,Low,Solar,C
1944,Male,36,No,1.0,Doctor,Yes,9.0,Low,Solar,C
1945,Male,36,No,2.0,Artist,Yes,14.0,Low,Solar,C
1946,Female,40,No,1.0,Healthcare,Yes,1.0,Low,Solar,B
1947,Male,47,Yes,3.0,Entertainment,Yes,2.0,Average,Solar,A
1948,Male,30,No,2.0,Doctor,No,1.0,Low,Hydro,B
1949,Female,53,Yes,,Artist,Yes,,Low,Wind,A
1950,Male,45,Yes,2.0,Artist,Yes,5.0,Average,Solar,A
1951,Male,33,No,5.0,Healthcare,Yes,0.0,Low,Solar,D
1952,Female,40,No,2.0,Artist,Yes,8.0,Low,Solar,C
1953,Female,36,Yes,1.0,Marketing,Yes,5.0,Low,Solar,B
1954,Male,32,No,4.0,Engineer,No,0.0,Low,Solar,D
1955,Female,51,Yes,2.0,Artist,Yes,0.0,Low,Solar,B
1956,Female,49,No,1.0,Artist,Yes,0.0,Low,Solar,B
1957,Male,81,Yes,,Lawyer,No,1.0,Low,Solar,A
1958,Male,72,Yes,4.0,Artist,Yes,1.0,Average,Solar,A
1959,Female,70,No,2.0,Artist,Yes,0.0,Low,Solar,A
1960,Male,21,No,3.0,Healthcare,No,0.0,Low,Biomass,D
1961,Male,21,No,5.0,Healthcare,No,1.0,Low,Hydro,D
1962,Female,41,Yes,4.0,Entertainment,No,4.0,Average,Hydro,D
